Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Transmembrane/Signal peptide prediction	Superkingdom	Phylum	Class	Order	Genus	Species
00013	S0EXP8_CHTCT	GCA_000427095.1	+	3148208	3148474	287	553	10	CCW36464.1	RNA-binding protein (KH domain)		Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonas	Chthonomonas calidirosea T49
00013	S0EXP8_CHTCT	GCA_000427095.1	+	3148501	3149049	580	1128	5	CCW36465.1	16S rRNA processing protein RimM		Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonas	Chthonomonas calidirosea T49
00013	S0EXP8_CHTCT	GCA_000427095.1	+	3149073	3149927	1152	2006	8	CCW36466.1	tRNA (Guanine37-N(1)-) methyltransferase		Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonas	Chthonomonas calidirosea T49
00013	S0EXP8_CHTCT	GCA_000427095.1	+	3149899	3150366	1978	2445	7	CCW36467.1	ribosomal protein L19%2C bacterial type		Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonas	Chthonomonas calidirosea T49

00014	RS16_MYXXD	GCA_000012685.1	+	4126766	4127926	-3985	-2825	0	ABF90607.1	succinyl-CoA synthase%2C beta subunit		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4127956	4128855	-2795	-1896	0	ABF91257.1	succinyl-CoA synthetase%2C alpha subunit		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4128889	4129326	-1862	-1425	0	ABF90253.1	nucleoside diphosphate kinase		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4129525	4130661	-1226	-90	0	ABF86078.1	radical SAM enzyme%2C Cfr family		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4130752	4131012	1	261	11	ABF88726.1	ribosomal protein S16		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4131024	4131308	273	557	10	ABF88169.1	KH domain protein		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4131305	4131871	554	1120	5	ABF89241.1	16S rRNA processing protein RimM		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4131868	4132611	1117	1860	8	ABF92908.1	tRNA (guanine-N1)-methyltransferase		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622
00014	RS16_MYXXD	GCA_000012685.1	+	4132728	4133111	1977	2360	7	ABF91840.1	ribosomal protein L19		Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcus	Myxococcus xanthus DK 1622

00015	RS16_THEMA	GCA_000008545.1	+	1552946	1553746	-3324	-2524	0	AAD36628.1	hypothetical protein		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1553751	1554557	-2519	-1713	0	AAD36629.1	conserved hypothetical protein	TM	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1554532	1554804	-1738	-1466	0	AAD36630.1	acylphosphatase%2C putative		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1554956	1556257	-1314	-13	9	AAD36632.1	signal recognition particle protein		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1556271	1556558	1	288	11	AAD36633.1	ribosomal protein S16		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1556555	1556782	285	512	10	AAD36634.1	conserved hypothetical protein		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1556787	1557317	517	1047	5	AAD36635.1	16S rRNA processing protein%2C putative		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1557317	1558054	1047	1784	8	AAD36636.1	tRNA guanine-N1 methyltransferase		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8
00015	RS16_THEMA	GCA_000008545.1	+	1558048	1558626	1778	2356	0	AAD36637.1	conserved hypothetical protein		Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotoga	Thermotoga maritima MSB8

00016	RS16_ACIC5	GCA_000022565.1	+	3280933	3282183	-6991	-5741	0	ACO32581.1	transporter%2C major facilitator family	TM	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	-	3280191	3280928	-5736	-4999	2	ACO33639.1	3-deoxy-D-manno-octulosonate cytidylyltransferase		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	+	3278087	3280048	-4856	-2895	0	ACO31372.1	acetate--CoA ligase		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	-	3275616	3278015	-2823	-424	4	ACO31734.1	two-component hybrid sensor and regulator		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	+	3274943	3275191	1	249	11	ACO33354.1	ribosomal protein S16		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	+	3274530	3274808	384	662	10	ACO31799.1	conserved hypothetical protein		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	+	3273883	3274524	668	1309	5	ACO31518.1	16S rRNA processing protein RimM		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	+	3273056	3273874	1318	2136	8	ACO33737.1	tRNA (guanine-N1)-methyltransferase		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196
00016	RS16_ACIC5	GCA_000022565.1	-	3272132	3273028	2164	3060	0	ACO34497.1	PAP2 domain protein		Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacterium	Acidobacterium capsulatum ATCC 51196

00017	RS16_BACSU	GCF_000009045.1	+	1670140	1671129	-3479	-2490	9	NP_389477.1	signal recognition particle (docking protein)		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	-	1671166	1671651	-2453	-1968	0	NP_389478.1	conserved exported protein of unknown function		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1671828	1672160	-1791	-1459	1	NP_389479.1	component of the signal recognition particle (SRP) protein-targeting pathway		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1672174	1673514	-1445	-105	9	NP_389480.1	signal recognition particle-like (SRP) GTPase		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1673620	1673892	1	273	11	NP_389481.1	ribosomal protein S16 (BS17)		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1673892	1674137	273	518	10	NP_389482.1	putative RNA binding protein		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1674259	1674645	640	1026	0	NP_389483.1	conserved hypothetical protein		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1674650	1675174	1031	1555	5	NP_389484.1	16S rRNA processing protein		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168
00017	RS16_BACSU	GCF_000009045.1	+	1675171	1675902	1552	2283	8	NP_389485.1	tRNA(m1G37)methyltransferase		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillus	Bacillus subtilis subsp. subtilis str. 168

00018	RS16_MYCTU	GCA_000195955.2	+	3219863	3221698	-4054	-2219	0	CCP45715.1	Possible D-amino acid aminohydrolase (D-amino acid hydrolase)		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	+	3219274	3219861	-2217	-1630	0	CCP45714.1	Probable transcriptional regulatory protein (probably TetR-family)		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	-	3218339	3219214	-1570	-695	0	CCP45713.1	Probable penicillin-binding protein DacB2 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (serine-type D-ala-D-ala carboxypeptidase) (D-amino acid hydrolase)		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	+	3217827	3218270	-626	-183	0	CCP45712.1	Conserved hypothetical protein		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	+	3217155	3217643	1	489	11	CCP45711.1	30S ribosomal protein S16 RpsP		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	+	3216905	3217147	497	739	10	CCP45710.1	Conserved hypothetical protein		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	+	3216361	3216891	753	1283	5	CCP45709.1	Probable 16S rRNA processing protein RimM		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	+	3215665	3216357	1287	1979	8	CCP45708.1	Probable tRNA (guanine-N1)-methyltransferase TrmD (M1G-methyltransferase) (tRNA [GM37] methyltransferase)		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv
00018	RS16_MYCTU	GCA_000195955.2	-	3214628	3215572	2072	3016	0	CCP45707.1	Probable conserved alanine rich lipoprotein LppW		Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacterium	Mycobacterium tuberculosis H37Rv

00019	RS16_STRPN	GCA_000006885.1	-	729840	730643	-1957	-1154	0	AAK74909.1	peptidyl-prolyl cis-trans isomerase%2C cyclophilin-type		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	-	730727	730930	-1070	-867	0	AAK74910.1	hypothetical protein	TM	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	+	731337	731435	-460	-362	0	AAK74911.1	hypothetical protein		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	-	731419	731628	-378	-169	0	AAK74912.1	hypothetical protein		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	+	731798	732070	1	273	11	AAK74913.1	ribosomal protein S16		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	+	732090	732329	293	532	10	AAK74914.1	KH domain protein		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	+	732894	733694	1097	1897	0	AAK74915.1	hypothetical protein		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	+	733725	734243	1928	2446	5	AAK74916.1	16S rRNA processing protein RimM		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4
00019	RS16_STRPN	GCA_000006885.1	+	734233	734952	2436	3155	8	AAK74917.1	tRNA (guanine-N1)-methyltransferase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcus	Streptococcus pneumoniae TIGR4

00020	RS16_NOSP7	GCA_000020025.1	+	3525338	3528520	-6483	-3301	4	ACC81387.1	GAF sensor signal transduction histidine kinase		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	-	3528600	3529271	-3221	-2550	0	ACC81388.1	DSBA oxidoreductase		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	-	3529312	3529992	-2509	-1829	0	ACC81389.1	protein of unknown function DUF820		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	+	3530157	3531623	-1664	-198	9	ACC81390.1	signal recognition particle protein		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	+	3531822	3532082	1	261	11	ACC81391.1	ribosomal protein S16		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	+	3532045	3532479	224	658	10	ACC81392.1	conserved hypothetical protein		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	+	3532982	3533935	1161	2114	0	ACC81393.1	PhoH family protein		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	+	3534027	3534431	2206	2610	0	ACC81394.1	conserved hypothetical protein		Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102
00020	RS16_NOSP7	GCA_000020025.1	-	3534471	3535586	2650	3765	0	ACC81395.1	conserved hypothetical protein	TM	Bacteria	Cyanobacteria	Cyanobacteria_na	Nostocales	Nostoc	Nostoc punctiforme PCC 73102

00021	RS16_AQUAE	GCA_000008625.1	-	74123	75316	-4204	-3011	0	AAC06475.1	phosphoglycerate kinase		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	-	75328	75981	-2999	-2346	0	AAC06476.1	transaldolase		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	-	76010	77038	-2317	-1289	0	AAC06483.1	hypothetical protein		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	-	77035	78246	-1292	-81	0	AAC06477.1	histidyl-tRNA synthetase		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	+	78328	78666	1	339	11	AAC06492.1	ribosomal protein S16		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	+	78663	78902	336	575	10	AAC06503.1	hypothetical protein		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	+	78902	79300	575	973	0	AAC06497.1	putative protein		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	+	79305	79748	978	1421	0	AAC06498.1	putative protein		Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5
00021	RS16_AQUAE	GCA_000008625.1	+	79748	80566	1421	2239	0	AAC06499.1	putative protein	TM	Bacteria	Aquificae	Aquificae	Aquificales	Aquifex	Aquifex aeolicus VF5

00022	RS16_BARBK	GCA_000015445.1	+	70042	70809	-8910	-8143	0	ABM44559.1	class I glutamine amidotransferase family protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	-	71085	75794	-7867	-3158	0	ABM45117.1	glutamate dehydrogenase%2C NAD-specific		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	+	76074	76730	-2878	-2222	0	ABM44704.1	carbonic anhydrase		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	+	76976	78523	-1976	-429	9	ABM45267.1	signal recognition particle protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	+	78953	79315	1	363	11	ABM44631.1	ribosomal protein S16		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	-	79464	79670	512	718	0	ABM45177.1	conserved hypothetical protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	+	79755	80786	803	1834	0	ABM44460.1	peptidase%2C M48 family		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	+	80897	82267	1945	3315	0	ABM45685.1	putative ribosomal RNA small subunit methyltransferase B		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583
00022	RS16_BARBK	GCA_000015445.1	+	82335	84044	3383	5092	0	ABM44945.1	heparinase II/III-like family protein		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonella	Bartonella bacilliformis KC583

00023	RS16_PORG3	GCA_000010505.1	+	183701	184012	-4138	-3827	0	BAG32690.1	partial transposase in ISPg2	TM	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	+	182610	183623	-3749	-2736	0	BAG32689.1	L-asparaginase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	+	181748	182557	-2683	-1874	0	BAG32688.1	probable metallo-beta-lactamase superfamily protein		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	-	180659	181630	-1756	-785	0	BAG32687.1	lipopolysaccharide biosynthesis protein WbpB		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	+	179295	179873	1	579	11	BAG32686.1	30S ribosomal protein S16		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	-	178991	179143	731	883	0	BAG32685.1	conserved hypothetical protein		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	-	178645	178812	1062	1229	0	BAG32684.1	conserved hypothetical protein		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	+	178270	178503	1371	1604	0	BAG32683.1	conserved hypothetical protein		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
00023	RS16_PORG3	GCA_000010505.1	-	177696	178004	1870	2178	0	BAG32682.1	hypothetical protein		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonas	Porphyromonas gingivalis ATCC 33277
