Operon type	Target	AssemblyId	Gene direction	Gene start	Gene end	Relative gene start	Relative gene end	Protein family code	EntrzID	Protein name	Superkingdom	Phylum	Class	Order	Genus	Species
Type	WP_025228702.1	GCF_000724625.1	+	4399831	4400490	2520	3179	0	WP_025228706.1	hypothetical protein	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonas	Fimbriimonas ginsengisoli

Type	WP_168722522.1	GCF_023657345.1	+	63866	64501	-5956	-5321	0	WP_168722519.1	NAD-dependent epimerase/dehydratase family protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	+	62322	63368	-4823	-3777	0	WP_168722520.1	hypothetical protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	-	60782	62032	-3487	-2237	0	WP_246220268.1	ammonium transporter	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	+	58841	60604	-2059	-296	0	WP_168722521.1	hypothetical protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	+	58290	58544	1	255	112	WP_168722522.1	KH domain-containing protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	+	57764	58270	275	781	64	WP_168722523.1	ribosome maturation factor RimM	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	+	57027	57764	781	1518	63	WP_168722524.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	+	56227	56742	1803	2318	0	WP_246220269.1	DoxX family protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis
Type	WP_168722522.1	GCF_023657345.1	-	54711	56051	2494	3834	0	WP_168722526.1	aspartate kinase	Bacteria	Firmicutes	Bacilli	Lactobacillales	Periweissella	Periweissella fabalis

Type	WP_027366251.1	GCF_000422545.1	-	20240	22231	-6001	-4010	39	WP_014258531.1	acetate--CoA ligase	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	+	17287	19968	-3738	-1057	0	WP_027366252.1	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	+	16899	17165	-935	-669	0	WP_014258529.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	-	16366	16647	-417	-136	0	WP_005988213.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	+	15996	16229	1	234	112	WP_027366251.1	KH domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	+	15215	15637	593	1015	0	WP_014258528.1	MucR family transcriptional regulator	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	-	13192	14937	1293	3038	0	WP_027366250.1	aldehyde ferredoxin oxidoreductase	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	-	12750	13202	3028	3480	0	WP_005988208.1	4Fe-4S binding protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus
Type	WP_027366251.1	GCF_000422545.1	-	11791	12450	3780	4439	0	WP_027366249.1	UdgX family uracil-DNA binding protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfocurvibacter	Desulfocurvibacter africanus

Type	AMB98951.1	GCA_001543245.1	+	576069	576401	-3257	-2925	61	AMB98955.1	DNA-binding protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	574609	576057	-2913	-1465	99	AMB98954.1	signal recognition particle	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	573522	574589	-1445	-378	0	AMB98953.1	hypothetical protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	573155	573427	-283	-11	109	AMB98952.1	30S ribosomal protein S16	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	572898	573143	1	246	112	AMB98951.1	RNA-binding protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	571802	572710	434	1342	0	AMB98950.1	hypothetical protein	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	571278	571790	1354	1866	64	AMB98949.1	ribosome maturation factor RimM	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	570535	571278	1866	2609	63	AMB98948.1	tRNA (guanine-N1)-methyltransferase	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis
Type	AMB98951.1	GCA_001543245.1	+	570034	570384	2760	3110	60	AMB98947.1	50S ribosomal protein L19	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcus	Aerococcus urinaehominis

Type	WP_095041880.1	GCF_900066015.1	-	407878	408348	-4310	-3840	0	WP_162292429.1	hypothetical protein	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	406126	407391	-3353	-2088	0	WP_197699933.1	methionine adenosyltransferase	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	404635	405972	-1934	-597	99	WP_095041881.1	signal recognition particle protein	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	404347	404586	-548	-309	10000	CFX0092_RS22970	pseudogene	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	403792	404037	1	246	112	WP_095041880.1	KH domain-containing protein	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	403189	403779	259	849	64	WP_095041879.1	ribosome maturation factor RimM	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	401996	403120	918	2042	30	WP_095041878.1	DNA-processing protein DprA	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	400901	401992	2046	3137	29	WP_095041877.1	NTP transferase domain-containing protein	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve
Type	WP_095041880.1	GCF_900066015.1	+	398376	400883	3155	5662	28	WP_095041876.1	type I DNA topoisomerase	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Candidatus	Candidatus Promineofilum breve

Type	PYI93902.1	GCA_003218375.1	+	61819	63372	-3858	-2305	0	PYI93898.1	hypothetical protein	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	+	63242	64561	-2435	-1116	99	PYI93899.1	signal recognition particle protein	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	+	64566	64886	-1111	-791	109	PYI93900.1	30S ribosomal protein S16	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	+	65025	65660	-652	-17	0	PYI93901.1	hypothetical protein	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	+	65678	66043	1	366	112	PYI93902.1	hypothetical protein	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	+	66099	66797	422	1120	63	PYI93903.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	-	66936	68177	1259	2500	0	PYI93904.1	beta-ketoacyl-[acyl-carrier-protein] synthase II	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	-	68170	68613	2493	2936	0	PYI93905.1	hypothetical protein	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium
Type	PYI93902.1	GCA_003218375.1	+	68694	68888	3017	3211	0	PYI93906.1	DUF1272 domain-containing protein	Bacteria	Verrucomicrobia	Verrucomicrobia_na	Verrucomicrobia_na_na	Verrucomicrobia	Verrucomicrobia bacterium

Type	TDI95161.1	GCA_004356455.1	+	10154	11335	-2260	-1079	0	TDI95157.1	DUF1015 domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	-	11476	11811	-938	-603	0	TDI95158.1	DUF721 domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	11846	12037	-568	-377	0	TDI95159.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	12094	12396	-320	-18	109	TDI95160.1	30S ribosomal protein S16	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	12415	12660	1	246	112	TDI95161.1	KH domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	12667	13242	253	828	64	TDI95162.1	16S rRNA processing protein RimM	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	13245	13985	831	1571	63	TDI95163.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	13972	14337	1558	1923	60	TDI95164.1	50S ribosomal protein L19	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium
Type	TDI95161.1	GCA_004356455.1	+	14344	16137	1930	3723	0	TDI95165.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_na	Deltaproteobacteria	Deltaproteobacteria bacterium

Type	WP_009372714.1	GCF_023147965.1	+	264447	265427	-3106	-2126	99	WP_029949040.1	signal recognition particle-docking protein FtsY	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	263960	264313	-1992	-1639	61	WP_248109511.1	helix-turn-helix domain-containing protein	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	262604	263947	-1626	-283	99	WP_248109510.1	signal recognition particle protein	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	262332	262586	-265	-11	109	WP_004833375.1	30S ribosomal protein S16	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	262093	262320	1	228	112	WP_009372714.1	KH domain-containing protein	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	261588	262088	233	733	64	WP_150262970.1	ribosome maturation factor RimM	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	260903	261595	726	1418	63	WP_041953910.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	260497	260844	1477	1824	60	WP_004833379.1	50S ribosomal protein L19	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas
Type	WP_009372714.1	GCF_023147965.1	+	259157	260443	1878	3164	0	WP_150262969.1	replication-associated recombination protein A	Bacteria	Firmicutes	Tissierellia	Tissierellales	Parvimonas	Parvimonas

Type	RLT24846.1	GCA_003670795.1	-	35209	38112	-6372	-3469	0	RLT24850.1	hypothetical protein	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	33520	34740	-3000	-1780	0	RLT24849.1	hypothetical protein	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	32065	33411	-1671	-325	99	RLT24848.1	signal recognition particle protein	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	31751	32023	-283	-11	109	RLT24847.1	30S ribosomal protein S16	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	31512	31739	1	228	112	RLT24846.1	KH domain-containing protein	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	30969	31508	232	771	64	RLT24845.1	16S rRNA processing protein RimM	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	-	29973	30954	786	1767	10000	DWI30_00430	pseudogene	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	29502	29816	1924	2238	0	RLT24844.1	hypothetical protein	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium
Type	RLT24846.1	GCA_003670795.1	+	29055	29483	2257	2685	0	RLT24843.1	hypothetical protein	Bacteria	Chloroflexi	Chloroflexi_na	Chloroflexi_na_na	Chloroflexi	Chloroflexi bacterium

Type	WP_138268653.1	GCF_005844425.1	+	32798	34126	-3480	-2152	0	WP_207669785.1	RuBisCO large subunit C-terminal-like domain-containing protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	34308	34622	-1970	-1656	61	WP_138268650.1	DNA-binding protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	34633	35955	-1645	-323	99	WP_138268651.1	signal recognition particle protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	36024	36266	-254	-12	109	WP_138268652.1	30S ribosomal protein S16	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	36279	36509	1	231	112	WP_138268653.1	KH domain-containing protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	-	36528	36902	250	624	0	WP_138268654.1	DUF4186 domain-containing protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	37051	37434	773	1156	0	WP_138268655.1	VOC family protein	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	37609	38382	1331	2104	46	WP_138268677.1	ZIP family metal transporter	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis
Type	WP_138268653.1	GCF_005844425.1	+	38400	39743	2122	3465	0	WP_138268656.1	nucleoside triphosphate pyrophosphohydrolase	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustis	Anaerofustis

Type	KAA0243134.1	GCA_008363275.1	+	8221	8910	-2437	-1748	0	KAA0243138.1	DNA-binding response regulator	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	7467	8063	-1590	-994	0	KAA0243137.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	7091	7396	-923	-618	0	KAA0243136.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	6477	6767	-294	-4	0	KAA0243135.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	6239	6472	1	234	112	KAA0243134.1	KH domain-containing protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	5666	6064	409	807	0	KAA0243133.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	4864	5355	1118	1609	7	KAA0243132.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	4284	4844	1629	2189	7	KAA0243131.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium
Type	KAA0243134.1	GCA_008363275.1	+	3638	4258	2215	2835	0	KAA0243130.1	hypothetical protein	Bacteria	Chlorobi	Chlorobi_na	Chlorobi_na_na	Chlorobi	Chlorobi bacterium

Type	WP_084057338.1	GCF_900176285.1	-	55589	57541	-4210	-2258	39	WP_084057343.1	acetoacetate--CoA ligase	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	54793	55143	-1812	-1462	0	WP_084057341.1	cupin domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	53682	54488	-1157	-351	6	WP_170920439.1	sugar phosphate isomerase/epimerase	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	53327	53656	-325	4	5	WP_084057339.1	MTH1187 family thiamine-binding protein	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	53100	53330	1	231	112	WP_084057338.1	KH domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	+	50347	52815	516	2984	4	WP_084057337.1	ATP-binding protein	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	49539	50258	3073	3792	0	WP_245802390.1	AAA family ATPase	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	47642	48415	4916	5689	0	WP_084057335.1	GTP cyclohydrolase FolE2	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale
Type	WP_084057338.1	GCF_900176285.1	-	46722	47501	5830	6609	0	WP_084057334.1	carbon monoxide dehydrogenase accessory protein CooC	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfacinum	Desulfacinum hydrothermale

Type	RIK01244.1	GCA_003577425.1	+	47718	49265	-4000	-2453	0	RIK01248.1	alkaline phosphatase	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	-	47333	47572	-2307	-2068	0	RIK01247.1	hypothetical protein	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	45869	47200	-1935	-604	99	RIK01246.1	signal recognition particle protein	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	45261	45872	-607	4	109	RIK01245.1	30S ribosomal protein S16	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	45025	45264	1	240	112	RIK01244.1	RNA-binding protein	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	44517	45110	155	748	64	RIK01243.1	16S rRNA processing protein RimM	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	43218	44483	782	2047	67	RIK01242.1	hypothetical protein	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	42631	43236	2029	2634	3	RIK01241.1	nicotinate (nicotinamide) nucleotide adenylyltransferase	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium
Type	RIK01244.1	GCA_003577425.1	+	42286	42630	2635	2979	0	RIK01240.1	ribosome silencing factor	Bacteria	Armatimonadetes	Armatimonadetes_na	Armatimonadetes_na_na	Armatimonadetes	Armatimonadetes bacterium

Type	RJR47606.1	GCA_003599615.1	-	13216	13458	-4281	-4039	0	RJR47610.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	12750	12959	-3782	-3573	0	RJR47609.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	10273	12696	-3519	-1096	4	RJR47608.1	ATP-dependent protease	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	9440	10276	-1099	-263	0	RJR47607.1	universal stress protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	8940	9176	1	237	112	RJR47606.1	KH domain-containing protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	8548	8823	354	629	0	RJR47605.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	8062	8394	783	1115	0	RJR47604.1	hypothetical protein	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	+	5592	8060	1117	3585	0	RJR47603.1	cation-translocating P-type ATPase	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium
Type	RJR47606.1	GCA_003599615.1	-	4743	5450	3727	4434	0	RJR47602.1	cytochrome b5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae bacterium

Type	CBL06223.1	GCA_000209975.1	+	1005094	1005861	-6757	-5990	0	CBL06227.1	Uncharacterized conserved protein	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Megamonas	Megamonas hypermegale ART12/1
Type	CBL06223.1	GCA_000209975.1	+	1001306	1002397	-3293	-2202	0	CBL06226.1	Na+/proline symporter	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Megamonas	Megamonas hypermegale ART12/1
Type	CBL06223.1	GCA_000209975.1	+	1000806	1001162	-2058	-1702	61	CBL06225.1	Uncharacterized protein conserved in bacteria	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Megamonas	Megamonas hypermegale ART12/1
Type	CBL06223.1	GCA_000209975.1	+	999438	999524	-420	-334	0	CBL06224.1	hypothetical protein	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Megamonas	Megamonas hypermegale ART12/1
Type	CBL06223.1	GCA_000209975.1	+	998792	999103	1	312	112	CBL06223.1	Predicted RNA-binding protein (contains KH domain)	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Megamonas	Megamonas hypermegale ART12/1
Type	CBL06223.1	GCA_000209975.1	+	998594	998743	361	510	0	CBL06222.1	Protein of unknown function (DUF2869).	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Megamonas	Megamonas hypermegale ART12/1
